Neuron name,Codex July 2025
JO-B_L97,720575940610595118
JO-B_L98,720575940610621742
JO-B_L99,720575940625888560
JO-B_L100,720575940636537663
JO-B_L101,720575940637630783
JO-B_L102,720575940619447105
JO-B_L103,720575940637919551
JO-B_L104,720575940610028868
JO-B_L105,720575940626257736
JO-B_L106,720575940626885960
JO-B_L107,720575940627839304
JO-B_L108,720575940628786511
JO-B_L109,720575940627453778
JO-B_L110,720575940631794513
JO-B_L111,720575940616428884
JO-B_L112,720575940639405912
JO-B_L113,720575940625049945
JO-B_L114,720575940615860061
JO-B_L115,720575940621513566
JO-B_L116,720575940621120353
JO-B_L117,720575940635237727
JO-B_L118,720575940635973989
JO-B_L119,720575940631699816
JO-B_L120,720575940630461804
JO-B_L121,720575940643418990
JO-B_L122,720575940641396078
JO-B_L123,720575940629492727
JO-B_L124,720575940613934965
JO-B_L125,720575940629105022
JO-B_L126,720575940629804414
JO-B_L127,720575940639649152
JO-B_L128,720575940639826304
JO-B_L129,720575940607088514
JO-B_L130,720575940623146378
JO-B_L131,720575940642414989
JO-B_L132,720575940627249039
JO-B_L133,720575940625624464
JO-B_L134,720575940625972624
JO-B_L135,720575940634781594
JO-B_L136,720575940614847906
JO-B_L137,720575940622342569
JO-B_L138,720575940604805036
JO-B_L139,720575940605238188
JO-B_L140,720575940612418483
JO-B_L141,720575940615222201
JO-B_L142,720575940624562618
JO-B_L143,720575940604274622
JO-B_L144,720575940620622785
JO-B_L145,720575940643791304
JO-B_L146,720575940606871497
JO-B_L147,720575940619940811
JO-B_L148,720575940609816014
JO-B_L149,720575940610739666
JO-B_L150,720575940611392986
JO-B_L151,720575940640169947
JO-B_L152,720575940630462940
JO-B_L153,720575940620516846
JO-B_L154,720575940628543473
JO-B_L155,720575940630117879
JO-B_L156,720575940630269945
JO-B_L157,720575940630820347
JO-B_L158,720575940621722111
JO-B_L159,720575940639803453
JO-B_L160,720575940637919295
JO-B_L161,720575940634775706
JO-B_L162,720575940631670584
JO-B_L163,720575940617244049
JO-B_L164,720575940617407929
JO-B_L165,720575940620257216
JO-B_L166,720575940614805983
