,pre_pt_root_id,post_pt_root_id,neuropil,syn_count,nt_type,Excitatory,Signed_Connectivity,Presynaptic_Index,Postsynaptic_Index
30333,720575940631367264,720575940621339686,SAD,1,ACH,1,1,1125,82
30334,720575940618051485,720575940616162235,GNG,1,ACH,1,1,1122,1220
30335,720575940633443353,720575940621575774,AMMC_L,1,,-1,-1,929,127
30336,720575940620910774,720575940626242191,AMMC_L,2,GABA,-1,-2,286,549
30337,720575940605209521,720575940644968302,AMMC_R,7,ACH,1,7,817,408
30338,720575940615222201,720575940622838154,SAD,3,ACH,1,3,768,136
30339,720575940620859886,720575940627314088,GNG,2,,-1,-2,293,1101
30340,720575940617197057,720575940634701407,WED_R,1,GABA,-1,-1,280,102
30341,720575940617034398,720575940617362772,ICL_R,4,ACH,1,4,336,324
30342,720575940637612095,720575940630462940,,1,,-1,-1,839,739
30343,720575940609843865,720575940609648395,SAD,1,ACH,1,1,10,108
30344,720575940639826304,720575940625483962,AMMC_L,1,,-1,-1,732,91
30345,720575940630969051,720575940615723077,SAD,3,ACH,1,3,924,58
30346,720575940620731631,720575940622838154,SAD,1,ACH,1,1,71,136
30347,720575940635282910,720575940612146174,SAD,2,ACH,1,2,55,34
30348,720575940633040097,720575940631461451,AMMC_L,1,GABA,-1,-1,288,754
30349,720575940609673369,720575940618599277,AMMC_L,2,ACH,1,2,57,56
30350,720575940635282910,720575940616804806,AVLP_R,2,ACH,1,2,55,67
30351,720575940634829168,720575940613034602,BU_L,2,ACH,1,2,434,337
30352,720575940614018060,720575940611388141,SAD,2,GABA,-1,-2,407,84
30353,720575940624704393,720575940609673369,AMMC_L,1,ACH,1,1,40,57
30354,720575940638666473,720575940632303807,PLP_R,1,ACH,1,1,225,219
30355,720575940621870618,720575940600646173,AMMC_L,2,,-1,-2,1278,1577
30356,720575940613331693,720575940634837343,GNG,1,,-1,-1,1512,1517
30357,720575940607188036,720575940619405812,SPS_R,1,ACH,1,1,17,42
30358,720575940642412941,720575940625345328,SAD,8,ACH,1,8,27,175
30359,720575940612217818,720575940614018060,AMMC_L,4,,-1,-4,957,407
30360,720575940627410944,720575940633044634,WED_L,42,ACH,1,42,32,401
30361,720575940633378411,720575940627455621,SAD,1,ACH,1,1,1583,76
30362,720575940619405812,720575940620581748,WED_R,17,ACH,1,17,42,393
30363,720575940623001736,720575940609522382,SAD,1,,-1,-1,1265,46
30364,720575940617972052,720575940622123981,AMMC_R,1,,-1,-1,647,170
30365,720575940627538947,720575940631425965,WED_L,2,,-1,-2,543,194
30366,720575940621508336,720575940627927751,AMMC_L,1,,-1,-1,850,845
30367,720575940629913169,720575940623547685,AVLP_L,2,ACH,1,2,9,154
30368,720575940607188036,720575940629954724,WED_L,24,ACH,1,24,17,152
30369,720575940625866789,720575940620012253,AMMC_R,12,ACH,1,12,614,130
30370,720575940630749523,720575940619405812,WED_L,12,GABA,-1,-12,403,42
30371,720575940615276661,720575940620833974,AMMC_R,25,ACH,1,25,1187,494
30372,720575940621791664,720575940644968302,AMMC_R,6,,-1,-6,590,408
30373,720575940613142191,720575940625466387,AMMC_R,3,ACH,1,3,1123,486
30374,720575940622683174,720575940629531095,AMMC_R,1,ACH,1,1,1186,1178
30375,720575940632715359,720575940636679989,WED_R,1,ACH,1,1,22,28
30376,720575940628846966,720575940618633782,SAD,1,GABA,-1,-1,294,1589
30377,720575940622978823,720575940635282910,SAD,1,ACH,1,1,694,55
30378,720575940625909962,720575940620731631,SAD,21,,-1,-21,926,71
30379,720575940622329212,720575940614856042,SAD,1,,-1,-1,996,985
30380,720575940615750318,720575940632945177,AMMC_R,9,SER,-1,-9,595,180
30381,720575940634830175,720575940614840891,AMMC_L,6,,-1,-6,708,43
30382,720575940612146174,720575940612078511,AVLP_L,9,ACH,1,9,34,402
30383,720575940636498907,720575940614831558,SAD,1,ACH,1,1,1108,1586
30384,720575940605214636,720575940618599277,SAD,32,GABA,-1,-32,183,56
30385,720575940614014614,720575940639811469,AMMC_R,1,SER,-1,-1,507,178
30386,720575940636276336,720575940640836660,SAD,1,,-1,-1,663,628
30387,720575940636276336,720575940640507763,AMMC_R,1,,-1,-1,663,392
30388,720575940612153086,720575940616804806,WED_R,1,ACH,1,1,81,67
30389,720575940614752395,720575940619583749,SIP_R,1,GABA,-1,-1,435,208
30390,720575940645497140,720575940622937528,SAD,1,GABA,-1,-1,291,1044
30391,720575940615860061,720575940618599277,AMMC_L,2,,-1,-2,793,56
30392,720575940610702968,720575940636410869,SAD,1,,-1,-1,1258,1252
30393,720575940611401709,720575940628538732,GOR_L,3,ACH,1,3,474,422
30394,720575940617197057,720575940624875018,WED_R,1,GABA,-1,-1,280,214
30395,720575940615723077,720575940634571383,AMMC_R,1,ACH,1,1,58,173
30396,720575940626562570,720575940642412941,VES_R,2,ACH,1,2,7,27
30397,720575940642517284,720575940626375785,SAD,1,,-1,-1,1443,1449
30398,720575940604839200,720575940634299071,SAD,1,ACH,1,1,30,397
30399,720575940620410177,720575940627455621,AMMC_L,5,,-1,-5,1077,76
30400,720575940625683176,720575940627957719,SPS_L,2,ACH,1,2,12,20
30401,720575940617884736,720575940604201830,AMMC_R,1,GABA,-1,-1,281,184
30402,720575940619302640,720575940617034398,EPA_L,1,ACH,1,1,463,336
30403,720575940631191367,720575940628349446,SAD,1,ACH,1,1,1250,1137
30404,720575940620356545,720575940646518382,SIP_L,6,ACH,1,6,479,480
30405,720575940634640091,720575940620055617,AMMC_R,1,ACH,1,1,1190,1155
30406,720575940637012196,720575940618392912,GNG,2,,-1,-2,1116,69
30407,720575940628267264,720575940630744019,AVLP_L,3,GABA,-1,-3,405,168
30408,720575940607188036,720575940616809401,,1,ACH,1,1,17,15
30409,720575940610638434,720575940619942859,AMMC_L,1,ACH,1,1,128,16
30410,720575940604054188,720575940614018060,SAD,1,ACH,1,1,812,407
30411,720575940629244357,720575940617034398,SCL_R,1,ACH,1,1,334,336
30412,720575940626719101,720575940627263375,SAD,11,,-1,-11,940,52
30413,720575940619742288,720575940606012081,SAD,1,,-1,-1,977,960
30414,720575940612146174,720575940644968302,AVLP_L,4,ACH,1,4,34,408
30415,720575940620055617,720575940621339686,SAD,2,ACH,1,2,1155,82
30416,720575940628528377,720575940618364480,SIP_R,3,GABA,-1,-3,438,481
30417,720575940630396790,720575940630302551,SCL_L,3,ACH,1,3,347,348
30418,720575940630603091,720575940634299071,AVLP_L,2,ACH,1,2,33,397
30419,720575940640719861,720575940614018060,AMMC_L,6,,-1,-6,1588,407
30420,720575940619508033,720575940632945177,AMMC_L,22,,-1,-22,567,180
30421,720575940615625053,720575940632692378,AMMC_L,1,GABA,-1,-1,292,829
30422,720575940634571383,720575940621148660,WED_L,9,GABA,-1,-9,173,176
30423,720575940627304963,720575940627263375,AMMC_L,6,,-1,-6,781,52
30424,720575940627249039,720575940644968302,SAD,1,,-1,-1,834,408
30425,720575940627235386,720575940606850761,AMMC_R,1,ACH,1,1,109,644
30426,720575940623291945,720575940612338674,SAD,2,,-1,-2,1335,284
30427,720575940618342966,720575940632998136,AVLP_L,2,GABA,-1,-2,177,396
30428,720575940620322753,720575940638214461,WED_L,1,,-1,-1,572,5
30429,720575940625989904,720575940618833840,AVLP_R,2,ACH,1,2,142,139
30430,720575940615308729,720575940620980323,SAD,1,GLUT,-1,-1,488,51
30431,720575940621791664,720575940625345328,AMMC_R,9,,-1,-9,590,175
30432,720575940622591049,720575940634299071,AMMC_L,2,,-1,-2,573,397
30433,720575940620910774,720575940618901424,IPS_L,1,GABA,-1,-1,286,921
30434,720575940606010569,720575940611388141,AMMC_R,1,ACH,1,1,37,84
30435,720575940613034602,720575940624662508,EPA_L,1,ACH,1,1,337,339
30436,720575940606332629,720575940621447077,WED_L,2,ACH,1,2,18,156
30437,720575940627542769,720575940620012253,AMMC_R,1,,-1,-1,1136,130
30438,720575940624428728,720575940623292713,SAD,1,,-1,-1,518,285
30439,720575940639397747,720575940609673369,WED_L,1,,-1,-1,722,57
30440,720575940618135109,720575940616633925,SAD,3,,-1,-3,941,72
30441,720575940624670759,720575940634701407,AMMC_L,2,,-1,-2,555,102
30442,720575940616809401,720575940615408059,SPS_R,1,ACH,1,1,15,111
30443,720575940620410177,720575940621870618,,1,,-1,-1,1077,1278
30444,720575940623322877,720575940635330204,SAD,2,GABA,-1,-2,169,171
30445,720575940622342569,720575940613311151,AMMC_L,7,,-1,-7,719,134
30446,720575940633040097,720575940617541147,AMMC_L,3,GABA,-1,-3,288,814
30447,720575940623020263,720575940629063418,SAD,1,GLUT,-1,-1,489,89
30448,720575940625003964,720575940613036914,SAD,1,,-1,-1,1480,1511
30449,720575940609996773,720575940620356545,ICL_R,1,ACH,1,1,338,479
30450,720575940627670032,720575940623113752,AVLP_L,1,ACH,1,1,456,297
30451,720575940624087283,720575940625345328,SAD,7,ACH,1,7,63,175
30452,720575940617110306,720575940632315473,AMMC_R,1,ACH,1,1,613,884
30453,720575940639826304,720575940619405812,AMMC_L,5,,-1,-5,732,42
30454,720575940614856042,720575940622283912,AL_L,1,,-1,-1,985,1149
30455,720575940621729757,720575940607570185,SAD,2,ACH,1,2,1035,92
30456,720575940635290231,720575940603636913,SAD,11,ACH,1,11,1253,39
30457,720575940629296185,720575940617882397,SAD,1,,-1,-1,914,79
30458,720575940627263375,720575940644968302,SAD,2,ACH,1,2,52,408
30459,720575940617434086,720575940637663662,AMMC_L,1,,-1,-1,1191,53
30460,720575940628160617,720575940659098241,SAD,1,ACH,1,1,1251,99
30461,720575940637079667,720575940634371941,ICL_L,2,ACH,1,2,309,310
30462,720575940623322877,720575940630744019,AVLP_L,8,GABA,-1,-8,169,168
30463,720575940629938487,720575940623233238,AMMC_L,1,GABA,-1,-1,404,77
30464,720575940615894877,720575940648981881,SCL_L,3,GABA,-1,-3,450,276
30465,720575940618056753,720575940635330204,SAD,19,ACH,1,19,561,171
30466,720575940635237727,720575940619942859,AMMC_L,2,,-1,-2,747,16
30467,720575940633378411,720575940624157769,AMMC_R,1,ACH,1,1,1583,1185
30468,720575940620731631,720575940630749523,SAD,2,ACH,1,2,71,403
30469,720575940625483962,720575940626153488,WED_R,1,ACH,1,1,91,87
30470,720575940630564179,720575940630214564,SAD,16,ACH,1,16,1076,498
30471,720575940611177586,720575940614310802,SAD,4,,-1,-4,585,54
30472,720575940631794513,720575940605214636,AMMC_L,1,,-1,-1,673,183
30473,720575940612146174,720575940605095346,WED_L,4,ACH,1,4,34,172
30474,720575940609934365,720575940635973989,SAD,1,ACH,1,1,822,807
30475,720575940623808520,720575940636533574,AVLP_R,1,GABA,-1,-1,416,414
30476,720575940640176848,720575940636910825,EPA_R,4,ACH,1,4,472,455
30477,720575940636679989,720575940644968302,SAD,5,ACH,1,5,28,408
30478,720575940616804806,720575940606010569,VES_R,1,ACH,1,1,67,37
30479,720575940625194558,720575940615592409,AVLP_R,1,GABA,-1,-1,424,329
30480,720575940626540821,720575940603930046,SAD,6,,-1,-6,1092,497
30481,720575940616793300,720575940625597317,AMMC_R,2,ACH,1,2,1184,495
30482,720575940605095346,720575940629954724,AMMC_L,2,GABA,-1,-2,172,152
30483,720575940614752395,720575940613170498,SIP_R,39,GABA,-1,-39,435,453
30484,720575940619034806,720575940618342966,SAD,2,ACH,1,2,94,177
30485,720575940610079857,720575940613311151,SAD,1,ACH,1,1,684,134
30486,720575940643888584,720575940618409797,SAD,1,,-1,-1,865,59
30487,720575940612355763,720575940616040587,,1,,-1,-1,707,1138
30488,720575940627235386,720575940609648395,AMMC_R,1,ACH,1,1,109,108
30489,720575940628038906,720575940624763678,PLP_R,1,ACH,1,1,224,376
30490,720575940628258715,720575940628903247,AMMC_L,1,ACH,1,1,1205,1051
30491,720575940638191679,720575940619941067,AMMC_L,1,,-1,-1,740,734
30492,720575940627939177,720575940637919295,AMMC_L,2,GABA,-1,-2,290,857
30493,720575940604299454,720575940610261346,AMMC_L,1,,-1,-1,1446,1135
30494,720575940615387846,720575940629275180,AMMC_L,1,,-1,-1,836,808
30495,720575940631970144,720575940603636913,SAD,3,ACH,1,3,1466,39
30496,720575940628267264,720575940622699196,AVLP_L,4,GABA,-1,-4,405,166
30497,720575940615930299,720575940612956378,SAD,1,GABA,-1,-1,390,649
30498,720575940632011420,720575940615635037,AVLP_R,1,ACH,1,1,302,328
30499,720575940634877850,720575940625483962,SAD,1,ACH,1,1,70,91
30500,720575940630223052,720575940621447077,AVLP_L,63,ACH,1,63,13,156
30501,720575940645497140,720575940615625053,AMMC_L,1,GABA,-1,-1,291,292
30502,720575940627304963,720575940617431325,AMMC_L,4,,-1,-4,781,44
30503,720575940614018060,720575940626153488,WED_R,17,GABA,-1,-17,407,87
30504,720575940617110306,720575940624571116,AMMC_R,1,ACH,1,1,613,427
30505,720575940621887732,720575940621800798,SAD,8,,-1,-8,955,78
30506,720575940628828688,720575940611986545,AMMC_R,1,,-1,-1,1318,1336
30507,720575940647034420,720575940621005677,GNG,2,,-1,-2,1557,1484
30508,720575940630925330,720575940614840891,AMMC_L,9,,-1,-9,760,43
30509,720575940604445868,720575940637175349,BU_L,1,ACH,1,1,341,331
30510,720575940636079991,720575940629138959,AMMC_L,1,,-1,-1,978,916
30511,720575940602506208,720575940621159181,AMMC_L,4,ACH,1,4,1037,492
30512,720575940638332494,720575940639241279,AMMC_R,1,ACH,1,1,1107,49
30513,720575940618896624,720575940624109464,AMMC_R,1,ACH,1,1,1229,114
30514,720575940621308341,720575940627350060,AVLP_R,4,ACH,1,4,141,159
30515,720575940606336213,720575940632499757,SAD,9,ACH,1,9,50,135
30516,720575940610358990,720575940603533246,AMMC_L,4,ACH,1,4,31,179
30517,720575940627642818,720575940625989904,AVLP_R,15,GABA,-1,-15,198,142
30518,720575940605214636,720575940604201830,GNG,5,GABA,-1,-5,183,184
30519,720575940631693610,720575940616313942,PVLP_L,3,,-1,-3,0,4
30520,720575940609996773,720575940617034398,ICL_L,4,ACH,1,4,338,336
30521,720575940629022149,720575940634877850,SAD,6,ACH,1,6,1026,70
30522,720575940627957719,720575940618342966,AVLP_R,26,ACH,1,26,20,177
30523,720575940615625053,720575940627195691,AMMC_L,1,GABA,-1,-1,292,558
30524,720575940616080212,720575940630659446,AMMC_R,1,ACH,1,1,646,282
30525,720575940611674265,720575940605209521,AMMC_R,1,GABA,-1,-1,388,817
30526,720575940612647166,720575940621043753,SAD,2,ACH,1,2,672,60
30527,720575940634299071,720575940619508033,AMMC_L,5,GABA,-1,-5,397,567
30528,720575940610358990,720575940625345328,WED_L,6,ACH,1,6,31,175
30529,720575940620731631,720575940621558762,WED_L,10,ACH,1,10,71,222
30530,720575940629283659,720575940634299071,AMMC_L,1,GABA,-1,-1,196,397
30531,720575940625904016,720575940629065154,GNG,3,,-1,-3,950,133
30532,720575940620422413,720575940624700138,AMMC_R,3,ACH,1,3,603,129
30533,720575940639405912,720575940629650997,,1,,-1,-1,674,1022
30534,720575940619991232,720575940628379471,SAD,2,,-1,-2,1115,1591
30535,720575940630344396,720575940615635037,AVLP_R,1,ACH,1,1,461,328
30536,720575940603636913,720575940630749523,WED_L,34,ACH,1,34,39,403
30537,720575940629938487,720575940635403230,AVLP_L,5,GABA,-1,-5,404,433
30538,720575940637389534,720575940641545888,AMMC_R,4,ACH,1,4,533,186
30539,720575940623222271,720575940633957271,GNG,1,ACH,1,1,1531,1493
30540,720575940611988391,720575940624015459,WED_R,5,ACH,1,5,95,370
30541,720575940622946963,720575940614830604,AMMC_R,8,ACH,1,8,828,1595
30542,720575940642309261,720575940637022298,AMMC_R,2,,-1,-2,1328,1096
30543,720575940635217144,720575940606938313,AMMC_L,1,,-1,-1,838,844
30544,720575940635545310,720575940630223052,AMMC_L,3,ACH,1,3,966,13
30545,720575940634781594,720575940607188036,AMMC_L,36,,-1,-36,782,17
30546,720575940603636913,720575940635330204,AMMC_R,2,ACH,1,2,39,171
30547,720575940639161909,720575940621339686,AMMC_R,1,,-1,-1,1332,82
30548,720575940629913169,720575940616611382,AVLP_R,7,ACH,1,7,9,143
30549,720575940641921421,720575940625984528,SAD,1,ACH,1,1,1081,132
30550,720575940614280554,720575940627201579,AMMC_R,11,SER,-1,-11,537,181
30551,720575940606010569,720575940616804806,WED_R,1,ACH,1,1,37,67
30552,720575940632649697,720575940619249031,WED_L,3,ACH,1,3,6,148
30553,720575940615272415,720575940644488727,SAD,14,,-1,-14,1302,428
30554,720575940635282910,720575940622838154,AMMC_L,27,ACH,1,27,55,136
30555,720575940623725972,720575940627719294,SIP_R,2,ACH,1,2,470,326
30556,720575940613425459,720575940621043753,SAD,2,ACH,1,2,1582,60
30557,720575940620740078,720575940622344170,AMMC_L,1,,-1,-1,1602,1079
30558,720575940629269630,720575940624872179,SAD,5,,-1,-5,681,121
30559,720575940625587970,720575940605214636,SAD,1,ACH,1,1,832,183
30560,720575940627538947,720575940622123981,SAD,7,,-1,-7,543,170
30561,720575940628846966,720575940612407581,SAD,3,GABA,-1,-3,294,823
30562,720575940632649697,720575940634571383,AMMC_L,2,ACH,1,2,6,173
30563,720575940632128031,720575940617811013,SAD,1,,-1,-1,1275,1273
30564,720575940611335859,720575940620980323,AMMC_L,2,GABA,-1,-2,295,51
30565,720575940634299071,720575940606332629,AMMC_L,8,GABA,-1,-8,397,18
30566,720575940624594276,720575940613776962,SAD,1,,-1,-1,766,790
30567,720575940622552163,720575940637612095,,2,,-1,-2,841,839
30568,720575940621339686,720575940620538246,SAD,1,ACH,1,1,82,1353
30569,720575940643903904,720575940623587780,SAD,2,ACH,1,2,509,524
30570,720575940622295585,720575940621835246,AMMC_R,3,,-1,-3,510,385
30571,720575940612078511,720575940635330204,AVLP_L,3,GABA,-1,-3,402,171
30572,720575940631370336,720575940634599792,SAD,1,ACH,1,1,1174,62
30573,720575940635067034,720575940636079991,IPS_L,1,,-1,-1,981,978
30574,720575940620119005,720575940622179497,GNG,1,ACH,1,1,1400,1415
30575,720575940620694015,720575940637410394,SAD,1,ACH,1,1,19,398
30576,720575940624686268,720575940621159181,SAD,10,,-1,-10,1291,492
30577,720575940610077026,720575940615408059,SPS_L,1,ACH,1,1,21,111
30578,720575940609927653,720575940621835246,WED_R,2,ACH,1,2,163,385
30579,720575940612078511,720575940620835327,AVLP_L,4,GABA,-1,-4,402,174
30580,720575940623292713,720575940632945177,SAD,9,GABA,-1,-9,285,180
30581,720575940637919551,720575940619942859,AL_L,5,,-1,-5,774,16
30582,720575940607570185,720575940609673369,SAD,1,ACH,1,1,92,57
30583,720575940625984528,720575940620980323,AMMC_L,1,GLUT,-1,-1,132,51
30584,720575940629989879,720575940624116553,AMMC_R,1,,-1,-1,866,873
30585,720575940627352595,720575940616809401,AMMC_L,6,,-1,-6,718,15
30586,720575940630269945,720575940622123981,AMMC_L,3,,-1,-3,696,170
30587,720575940630070343,720575940620910774,IPS_L,1,ACH,1,1,910,286
30588,720575940622295585,720575940602914988,AMMC_R,6,,-1,-6,510,189
30589,720575940608432760,720575940628016983,AMMC_L,9,GABA,-1,-9,287,74
30590,720575940619302640,720575940629513478,AVLP_R,8,ACH,1,8,463,296
30591,720575940637319134,720575940617362772,BU_R,1,ACH,1,1,303,324
30592,720575940619675712,720575940612403427,ICL_R,1,ACH,1,1,465,437
30593,720575940620587713,720575940614830604,SAD,4,,-1,-4,882,1595
30594,720575940607944384,720575940613380914,AMMC_R,21,ACH,1,21,637,48
30595,720575940621431492,720575940629513478,ICL_R,1,ACH,1,1,459,296
30596,720575940628837650,720575940604445868,EPA_R,1,ACH,1,1,332,341
30597,720575940622065432,720575940622123981,AMMC_L,2,GABA,-1,-2,193,170
30598,720575940646400644,720575940637687605,WED_R,5,ACH,1,5,75,120
30599,720575940616661109,720575940621508336,AMMC_L,1,,-1,-1,1369,850
30600,720575940634508174,720575940623304906,AVLP_R,1,GABA,-1,-1,191,147
30601,720575940616121408,720575940640507763,SAD,1,GABA,-1,-1,387,392
30602,720575940612523571,720575940644968302,WED_R,2,ACH,1,2,29,408
30603,720575940619249031,720575940632157631,AVLP_L,1,ACH,1,1,148,158
30604,720575940620538246,720575940625454596,AMMC_R,2,,-1,-2,1353,86
30605,720575940636471408,720575940624662508,ICL_L,1,ACH,1,1,340,339
30606,720575940615860061,720575940614840891,AMMC_L,13,,-1,-13,793,43
30607,720575940622254375,720575940635330204,SAD,2,ACH,1,2,35,171
30608,720575940629804414,720575940632229457,SAD,1,,-1,-1,743,870
30609,720575940636504553,720575940627670032,SIP_R,2,GABA,-1,-2,209,456
30610,720575940606010569,720575940631153194,WED_R,2,ACH,1,2,37,409
30611,720575940615387846,720575940630832635,,2,,-1,-2,836,1597
30612,720575940620322753,720575940622123981,AMMC_L,21,,-1,-21,572,170
30613,720575940606872777,720575940623233238,AMMC_L,5,,-1,-5,723,77
30614,720575940619969227,720575940632084705,AMMC_L,9,,-1,-9,725,105
30615,720575940614805983,720575940637813220,,1,,-1,-1,846,717
30616,720575940630020111,720575940646341486,AMMC_L,4,,-1,-4,1311,88
30617,720575940615625053,720575940611177586,AMMC_L,6,GABA,-1,-6,292,585
30618,720575940621729757,720575940623020263,AMMC_L,1,ACH,1,1,1035,489
30619,720575940621513566,720575940632084705,AMMC_L,9,,-1,-9,837,105
30620,720575940614908822,720575940619034806,AMMC_R,2,,-1,-2,948,94
30621,720575940630820347,720575940646400644,SAD,2,,-1,-2,763,75
30622,720575940636785205,720575940615285393,SAD,1,ACH,1,1,1387,1389
30623,720575940651360246,720575940627455621,AMMC_R,2,,-1,-2,1148,76
30624,720575940623292713,720575940616611382,AVLP_R,1,GABA,-1,-1,285,143
30625,720575940615723077,720575940621043753,AMMC_R,3,ACH,1,3,58,60
30626,720575940645086999,720575940622123981,AMMC_L,1,,-1,-1,756,170
30627,720575940630353682,720575940619784453,AVLP_R,25,GABA,-1,-25,197,145
30628,720575940632522848,720575940636471408,GOR_L,1,ACH,1,1,462,340
30629,720575940611121362,720575940607452594,GNG,1,,-1,-1,1558,1523
30630,720575940636471408,720575940646518382,EPA_L,2,ACH,1,2,340,480
30631,720575940627585688,720575940615285393,SAD,1,,-1,-1,1271,1389
30632,720575940644319796,720575940629407020,ICL_R,2,GABA,-1,-2,207,477
30633,720575940606010569,720575940605308082,SAD,26,ACH,1,26,37,394
30634,720575940627455621,720575940625887631,SAD,1,ACH,1,1,76,386
30635,720575940620195719,720575940616121408,AVLP_R,1,GABA,-1,-1,190,387
30636,720575940612403427,720575940640176848,SIP_R,4,GABA,-1,-4,437,472
30637,720575940627939177,720575940620410177,SAD,1,GABA,-1,-1,290,1077
30638,720575940640507763,720575940606743170,AVLP_R,9,GABA,-1,-9,392,395
30639,720575940634606693,720575940614840891,PVLP_R,3,ACH,1,3,93,43
30640,720575940606871497,720575940617882397,SAD,1,,-1,-1,729,79
30641,720575940654117025,720575940609522382,PVLP_L,1,ACH,1,1,38,46
30642,720575940628786511,720575940627455621,AMMC_L,1,,-1,-1,728,76
30643,720575940621800798,720575940616211013,WED_R,3,ACH,1,3,78,389
30644,720575940628218976,720575940624763678,AMMC_R,4,ACH,1,4,651,376
30645,720575940611674265,720575940622123981,AMMC_R,2,GABA,-1,-2,388,170
30646,720575940604839200,720575940611277293,SPS_L,2,ACH,1,2,30,14
30647,720575940613034602,720575940627670032,EPA_L,1,ACH,1,1,337,456
30648,720575940612523571,720575940628267264,WED_L,24,ACH,1,24,29,405
30649,720575940616121408,720575940623322877,AVLP_R,23,GABA,-1,-23,387,169
30650,720575940616420150,720575940615768861,WED_R,1,GABA,-1,-1,248,253
30651,720575940613036914,720575940624571116,GNG,2,,-1,-2,1511,427
30652,720575940627542769,720575940628016983,AMMC_R,1,,-1,-1,1136,74
30653,720575940620062633,720575940627642818,AVLP_R,3,GABA,-1,-3,188,198
30654,720575940630258003,720575940644968302,AVLP_L,8,GABA,-1,-8,400,408
30655,720575940618342966,720575940612146174,WED_L,1,GABA,-1,-1,177,34
30656,720575940605214636,720575940612153086,WED_L,12,GABA,-1,-12,183,81
30657,720575940635345519,720575940625466387,AMMC_R,7,ACH,1,7,1168,486
30658,720575940628244064,720575940621339686,AMMC_R,2,GLUT,-1,-2,483,82
30659,720575940624115785,720575940624087283,SAD,1,,-1,-1,1263,63
30660,720575940630834171,720575940616633925,SAD,1,,-1,-1,1599,72
30661,720575940645106376,720575940619405812,SAD,8,,-1,-8,1289,42
30662,720575940621590132,720575940615957563,SAD,1,,-1,-1,1374,1064
30663,720575940621148660,720575940624314468,WED_R,1,GABA,-1,-1,176,215
30664,720575940644036644,720575940627455621,SAD,5,,-1,-5,1243,76
30665,720575940624015459,720575940616612313,WED_R,17,GABA,-1,-17,370,216
30666,720575940639241279,720575940612001489,SAD,2,ACH,1,2,49,3
30667,720575940634829168,720575940629199146,SIP_L,1,ACH,1,1,434,442
30668,720575940645087511,720575940616633925,AMMC_L,15,,-1,-15,757,72
30669,720575940625989904,720575940609014370,AVLP_R,14,ACH,1,14,142,199
30670,720575940619783518,720575940634508174,AVLP_R,2,GABA,-1,-2,187,191
30671,720575940607371076,720575940621540586,WED_R,1,ACH,1,1,24,391
30672,720575940627453778,720575940639811469,AMMC_L,1,,-1,-1,761,178
30673,720575940634599792,720575940624473918,IPS_L,1,ACH,1,1,62,218
30674,720575940613776962,720575940634299071,SAD,1,,-1,-1,790,397
30675,720575940632109775,720575940630396790,ICL_R,1,ACH,1,1,346,347
30676,720575940618409797,720575940615930299,AVLP_R,53,ACH,1,53,59,390
30677,720575940614840891,720575940603636913,WED_R,1,ACH,1,1,43,39
30678,720575940630625132,720575940637445183,AL_R,1,ACH,1,1,1539,1097
30679,720575940620919578,720575940621159181,AMMC_L,1,ACH,1,1,1099,492
30680,720575940627496829,720575940623725972,AVLP_L,2,ACH,1,2,454,470
30681,720575940641359776,720575940620392984,AVLP_R,1,ACH,1,1,137,140
30682,720575940629938487,720575940631794513,AMMC_L,2,GABA,-1,-2,404,673
30683,720575940606336213,720575940609076693,PVLP_L,1,ACH,1,1,50,45
30684,720575940627718394,720575940627496829,SIP_L,8,GABA,-1,-8,443,454
30685,720575940622163020,720575940609832410,AMMC_R,5,,-1,-5,1363,66
30686,720575940632945177,720575940631425965,AMMC_L,1,GABA,-1,-1,180,194
30687,720575940612078511,720575940620835327,AMMC_L,1,GABA,-1,-1,402,174
30688,720575940620382889,720575940624245946,AMMC_L,1,ACH,1,1,1080,125
30689,720575940627670032,720575940620356545,ICL_R,2,ACH,1,2,456,479
30690,720575940624704393,720575940635330204,WED_R,8,ACH,1,8,40,171
30691,720575940623189799,720575940621717469,AMMC_L,2,,-1,-2,556,182
30692,720575940616479121,720575940619034806,SAD,2,ACH,1,2,1233,94
30693,720575940616804806,720575940623233238,WED_R,1,ACH,1,1,67,77
30694,720575940637128538,720575940622927242,SAD,1,,-1,-1,1470,1496
30695,720575940624763678,720575940623621157,IPS_R,2,GABA,-1,-2,376,213
30696,720575940630564179,720575940615308729,SAD,1,ACH,1,1,1076,488
30697,720575940625597317,720575940620114196,AMMC_R,1,ACH,1,1,495,1167
30698,720575940620257345,720575940627977457,SAD,1,,-1,-1,1299,1215
30699,720575940636504553,720575940617362772,AVLP_R,1,GABA,-1,-1,209,324
30700,720575940618758753,720575940616611382,AVLP_R,1,ACH,1,1,26,143
30701,720575940620833974,720575940631968855,IPS_R,3,ACH,1,3,494,255
30702,720575940628543473,720575940618524481,AMMC_L,26,,-1,-26,736,122
30703,720575940642412941,720575940630258003,AVLP_L,10,ACH,1,10,27,400
30704,720575940617362772,720575940624463242,ICL_R,1,ACH,1,1,324,451
30705,720575940622635817,720575940628016983,SAD,4,,-1,-4,1213,74
30706,720575940615723077,720575940624314468,WED_R,5,ACH,1,5,58,215
30707,720575940614840891,720575940634571383,AMMC_L,6,ACH,1,6,43,173
